0 3 16 3569
0 7 25 3063
0 3 25 4139
0 6 12 4066
0 9 1 4195
0 2 7 3928
0 0 19 3732
0 3 16 3749
0 0 6 4168
0 2 16 4660
0 1 8 3692
0 7 9 3664
0 2 20 3222
0 2 13 4196
0 7 25 3731
0 9 12 4178
0 2 18 3975
0 9 27 3798
0 3 16 3578
0 1 22 3480
0 9 3 3697
0 1 29 4197
0 4 7 4039
0 8 14 3954
0 5 0 4144
0 3 16 4139
0 1 20 4162
0 6 3 3433
0 2 20 4162
0 6 1 3671
0 5 15 4203
0 4 27 4451
0 6 5 4339
0 6 9 4346
0 3 17 3668
0 4 15 4413
0 2 15 3567
0 4 27 4057
0 4 14 4502
0 3 20 4293
0 7 18 4087
0 6 8 4271
0 8 24 4043
0 3 11 4336
0 4 19 4721
0 2 0 4076
0 6 18 3915
0 9 22 3618
0 6 6 3600
0 4 29 4024
0 5 10 4206
0 4 28 3762
0 7 21 4197
0 7 2 4387
0 7 12 4155
0 2 26 4058
0 1 20 3502
0 6 1 3680
0 5 29 4049
0 4 29 4196
0 0 9 4346
0 1 7 4449
0 7 11 3721
0 1 5 3548
1 9 7 4092
1 7 16 4247
1 7 3 5250
1 6 5 4730
1 6 23 4755
1 9 14 4835
1 8 21 3942
1 2 29 4480
1 3 29 4412
1 0 18 5208
1 8 5 4059
1 0 9 4500
1 6 23 3990
1 8 25 4550
1 6 21 4932
1 1 5 4350
1 9 28 4739
1 4 8 4667
1 1 20 4409
1 3 10 4391
1 4 4 4477
1 4 4 4859
1 7 26 4870
1 3 21 4675
1 7 25 4655
1 9 16 4901
1 2 11 4755
1 7 28 4542
1 5 17 5066
1 4 1 4314
1 8 25 4696
1 9 7 4787
1 5 13 5109
1 8 8 4720
1 3 21 4665
1 8 9 4801
1 6 4 4182
1 3 13 4852
1 3 8 4805
1 6 10 4579
1 4 28 4722
1 8 18 4908
1 9 27 4881
1 7 6 5432
1 4 3 5134
1 0 23 4612
1 0 29 4784
1 2 5 4403
1 4 0 4417
1 5 29 4923
1 4 16 4765
1 9 2 4503
1 2 14 4906
1 7 27 4696
1 5 4 5018
1 8 11 4904
1 2 18 4517
1 9 3 4545
1 6 8 4754
1 0 22 5398
1 1 10 4805
1 5 1 4630
1 1 0 3987
1 8 5 4246
2 0 26 3209
2 4 6 3450
2 2 5 4468
2 8 16 4348
2 2 8 4326
2 4 27 4461
2 2 14 3874
2 0 6 4044
2 2 29 4116
2 9 10 4508
2 8 11 3919
2 3 11 3974
2 1 10 3135
2 3 14 3977
2 0 3 4029
2 9 11 4074
2 9 16 4157
2 9 3 3907
2 3 18 3629
2 0 25 3819
2 6 26 3440
2 4 0 4367
2 0 14 4083
2 6 12 3558
2 6 7 4107
2 5 6 3486
2 9 18 4329
2 7 2 3864
2 8 22 3982
2 9 9 4225
2 6 20 4406
2 2 17 4351
2 6 21 4217
2 3 12 4024
2 1 25 3686
2 9 19 4423
2 1 14 3827
2 9 1 4092
2 0 17 4387
2 5 18 4024
2 7 20 3986
2 4 28 4344
2 0 4 4207
2 2 29 4863
2 6 1 4818
2 0 14 3863
2 2 12 4269
2 2 20 3829
2 5 15 4197
